Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,km/year,Brand,Model
Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,520000.0,10,4800.0,Hyundai,Verna 1.6 SX VTVT
Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1187000.0,5,4776.4,Honda,City i VTEC VX Option
Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,699000.0,10,6500.0,Honda,City i DTEC SV
Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,500000.0,13,3846.153846153846,Volkswagen,Vento Diesel Highline
Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,279000.0,9,2333.3333333333335,Maruti,Alto 800 LXI
Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,290000.0,12,12333.333333333334,Tata,Manza ELAN Quadrajet BS IV
Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,985000.0,8,8500.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,925000.0,8,2375.0,Mahindra,Thar CRDe
Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,375000.0,13,5692.307692307692,Hyundai,Verna 1.6 CRDI
Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,729000.0,7,4325.571428571428,Ford,Aspire Titanium Diesel
Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,260000.0,11,3166.7272727272725,Maruti,Omni 8 Seater BSIV
Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,310000.0,9,10000.0,Mahindra,Verito 1.5 D4 BSIV
Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,673000.0,8,7173.75,Renault,Duster 110PS Diesel RxZ
Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,350000.0,8,12500.0,Maruti,Swift Dzire Tour LDI
Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,235000.0,13,3846.153846153846,Volkswagen,Polo Petrol Highline 1.2L
Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1613000.0,7,9280.142857142857,Mahindra,XUV500 W10 2WD
Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,590000.0,10,7246.5,Volkswagen,Polo 1.2 MPI Highline
Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,390000.0,12,5731.333333333333,Maruti,Ritz VXI
Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,695000.0,12,5666.666666666667,Toyota,Innova 2.5 GX 7 STR BSIV
Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,700000.0,9,3666.6666666666665,Honda,City i DTec SV
Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,723000.0,7,3198.4285714285716,Volkswagen,Ameo 1.2 MPI Highline
Mumbai,2012,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,381000.0,12,7500.0,Maruti,SX4 ZDI Leather
Chennai,2012,42000,Petrol,Manual,Third,18.6,1197.0,85.8,5.0,450000.0,12,3500.0,Maruti,Swift ZXI
Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1260000.0,7,5538.142857142857,Hyundai,Creta 1.6 CRDi SX
Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,296000.0,14,4224.0,Maruti,Alto LXi BSIII
Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,325000.0,10,3600.0,Honda,Amaze SX i-DTEC
Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,850000.0,13,7307.692307692308,Volkswagen,Passat Diesel Highline 2.0 TDI
Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,875000.0,11,4636.363636363636,Hyundai,Elantra CRDi SX AT
Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,308000.0,13,2800.846153846154,Maruti,Wagon R VXI BS IV
Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,700000.0,8,3412.5,Honda,City i VTEC SV
Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,1150000.0,13,2293.3076923076924,Mercedes-Benz,New C-Class C 200 Avantgarde Edition C
Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,260000.0,13,5461.538461538462,Maruti,Wagon R LX BS IV
Kolkata,2014,32000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,430000.0,10,3200.0,Hyundai,Verna 1.6 CRDI
Mumbai,2017,19234,CNG,Manual,First,17.5,1373.0,80.46,7.0,835000.0,7,2747.714285714286,Maruti,Ertiga VXI CNG
Pune,2011,102000,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,1375000.0,13,7846.153846153846,BMW,X1 sDrive 20d Exclusive
Kolkata,2014,42277,Diesel,Manual,First,24.0,1186.0,73.97,5.0,385000.0,10,4227.7,Hyundai,Grand i10 1.2 CRDi Sportz Option
Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,575000.0,9,5555.555555555556,Hyundai,Grand i10 Asta Option
Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,165000.0,16,3875.0,Hyundai,i10 Magna 1.2
Mumbai,2012,78000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,650000.0,12,6500.0,Volkswagen,Jetta 2012-2014 2.0L TDI Comfortline
Chennai,2011,79000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,750000.0,13,6076.923076923077,Skoda,Yeti Elegance
Chennai,2010,135000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,1100000.0,14,9642.857142857143,Toyota,Fortuner 3.0 Diesel
Kochi,2013,36716,Petrol,Manual,First,18.9,1061.0,67.0,5.0,302000.0,11,3337.818181818182,Maruti,Wagon R VXI Minor ABS
Coimbatore,2013,65060,Petrol,Manual,First,21.1,814.0,55.2,5.0,332000.0,11,5914.545454545455,Hyundai,EON Era
Delhi,2013,33000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,324000.0,11,3000.0,Honda,Brio S MT
Kolkata,2015,11110,Petrol,Manual,First,22.74,796.0,47.3,5.0,235000.0,9,1234.4444444444443,Maruti,Alto 800 VXI
Jaipur,2013,63000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,550000.0,11,5727.272727272727,Mahindra,Bolero ZLX
Mumbai,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,675000.0,9,3003.3333333333335,Honda,City i VTEC SV
Mumbai,2015,19600,Petrol,Manual,First,15.0,1598.0,103.52,5.0,615000.0,9,2177.777777777778,Skoda,Rapid 1.6 MPI Elegance Black Package
Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,545000.0,8,3469.375,Maruti,Swift VVT VXI
Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,229999.99999999997,11,1818.1818181818182,Hyundai,EON Magna Plus
Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,621000.0,9,2753.5555555555557,Maruti,Swift Dzire ZXI
Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,521000.0,10,4730.3,Nissan,Micra XV CVT
Delhi,2008,71000,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,1199000.0,16,4437.5,Audi,Q7 4.2 FSI quattro
Pune,2010,135000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,310000.0,14,9642.857142857143,Maruti,Swift Vdi BSIII
Jaipur,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,750000.0,7,142.85714285714286,Tata,Xenon XT EX 4X2
Kolkata,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,400000.0,8,3625.0,Volkswagen,Polo 1.5 TDI Comfortline
Kochi,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,773000.0,8,4545.875,Honda,City i VTEC SV
Bangalore,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,780000.0,9,4222.222222222223,Honda,City i VTEC V
Hyderabad,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,130000.0,13,6459.153846153846,Maruti,800 AC BSIII
Jaipur,2014,82621,Diesel,Manual,First,20.14,1498.0,88.8,5.0,442000.0,10,8262.1,Volkswagen,Polo 1.5 TDI Trendline
Pune,2009,89000,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,400000.0,15,5933.333333333333,Chevrolet,Captiva LTZ VCDi
Kolkata,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1300000.0,8,6750.0,Mahindra,XUV500 W10 2WD
Kochi,2015,61691,Diesel,Manual,First,25.8,1498.0,98.6,5.0,538000.0,9,6854.555555555556,Honda,Amaze VX i-DTEC
Chennai,2011,32200,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,325000.0,13,2476.923076923077,Hyundai,i20 1.2 Sportz Option
Jaipur,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,387000.0,8,8578.75,Maruti,Wagon R AMT VXI
Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,825000.0,10,6100.0,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
Mumbai,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,927999.9999999999,6,5440.666666666667,Maruti,Ciaz 1.4 Zeta
Delhi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,625000.0,12,7083.333333333333,Mahindra,Scorpio 2009-2014 VLX 4WD AT 7S BSIV
Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,114999.99999999999,16,4687.5,Chevrolet,Aveo U-VA 1.2 LS
Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,780000.0,8,5043.375,Maruti,Ciaz ZXi Option
Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,450000.0,12,5065.666666666667,Hyundai,i20 1.4 CRDi Asta
Kochi,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,756000.0,6,3110.6666666666665,Honda,Jazz 1.2 SV i VTEC
Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1607999.9999999998,7,8263.857142857143,Mahindra,XUV500 W10 2WD
Bangalore,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,450000.0,12,4353.083333333333,Hyundai,i20 1.2 Sportz
Chennai,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,500000.0,12,10666.666666666666,Hyundai,Verna 1.6 SX
Delhi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,220000.00000000003,13,4153.846153846154,Hyundai,i10 Era 1.1
Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,400000.0,10,4980.0,Maruti,Celerio VXI AT
Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,250999.99999999997,12,8166.666666666667,Skoda,Fabia 1.2 TDI Ambition
Delhi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,475000.0,9,6677.222222222223,Maruti,Swift VDI BSIV
Pune,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,200000.0,16,4250.0,Hyundai,i10 Magna(O) with Sun Roof
Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,210000.0,14,5814.428571428572,Hyundai,i10 Magna 1.2
Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,625000.0,11,3454.5454545454545,Ford,Ecosport 1.5 Ti VCT AT Titanium
Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,1060000.0,13,7095.307692307692,Mercedes-Benz,E-Class 2009-2013 E350 CDI Avantgarde
Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,600000.0,7,7032.0,Maruti,Swift VDI BSIV
Jaipur,2004,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,45000.0,20,600.0,Maruti,800 Std BSIII
Pune,2010,54898,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,250000.0,14,3921.285714285714,Maruti,Swift Lxi BSIII
Mumbai,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1275000.0,6,416.6666666666667,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,160000.0,18,1504.2222222222222,Ford,Ikon 1.3 Flair
Kochi,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,754000.0,7,10777.857142857143,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,684000.0,9,5177.888888888889,Maruti,Ciaz VXi Plus
Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,600000.0,12,6000.0,Volkswagen,Passat Diesel Highline 2.0 TDI
Pune,2017,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,800000.0,7,3857.1428571428573,Honda,Jazz 1.5 VX i DTEC
Kochi,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,550000.0,7,4918.428571428572,Hyundai,Grand i10 CRDi Sportz Celebration Edition
Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1179000.0,11,7322.181818181818,Toyota,Innova 2.5 G (Diesel) 7 Seater
Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,300000.0,13,3230.769230769231,Nissan,Sunny 2011-2014 XL
Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,675000.0,13,7293.923076923077,Skoda,Laura Ambiente 2.0 TDI CR AT
Jaipur,2006,100000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,140000.0,18,5555.555555555556,Chevrolet,Aveo 1.4 LS
Mumbai,2014,57000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,575000.0,10,5700.0,Honda,Mobilio V i DTEC
Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,340000.0,14,5706.714285714285,Maruti,Ritz VDi
Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,488999.99999999994,13,3442.153846153846,Volkswagen,Polo Petrol Highline 1.2L
Mumbai,2013,31000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,495000.0,11,2818.181818181818,Nissan,Terrano XL
Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,349000.0,11,5507.909090909091,Maruti,A-Star AT Vxi Aktiv
Pune,2014,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,635000.0,10,4377.2,Honda,City 1.5 S MT
Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,708000.0,7,3368.0,Hyundai,Grand i10 AT Asta
Kolkata,2012,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,625000.0,12,5166.666666666667,Mahindra,Scorpio VLX
Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,1015000.0,13,2769.230769230769,Mercedes-Benz,New C-Class C 200 Kompressor Elegance AT
Delhi,2014,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1075000.0,10,8000.0,Skoda,Superb Elegance 1.8 TSI AT
Pune,2012,137008,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,465000.00000000006,12,11417.333333333334,Chevrolet,Cruze LTZ AT
Delhi,2010,61001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,475000.0,14,4357.214285714285,Mahindra,Scorpio VLX
Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,778000.0,9,5799.0,Hyundai,Verna 1.6 SX VTVT (O)
Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,675000.0,8,9634.5,Hyundai,i20 1.4 Asta CRDi with AVN
Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,299000.0,16,3500.0,Honda,City ZX CVT
Kolkata,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,235000.0,11,1909.090909090909,Hyundai,i10 Magna
Delhi,2013,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,365000.0,11,8129.909090909091,Honda,Amaze S i-Dtech
Delhi,2012,45631,Petrol,Manual,Second,22.5,998.0,67.04,5.0,274000.0,12,3802.5833333333335,Maruti,Wagon R LXI
Jaipur,2013,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,350000.0,11,4905.363636363636,Honda,Brio S MT
Kochi,2014,55804,Petrol,Manual,First,17.0,1197.0,80.0,5.0,476000.0,10,5580.4,Hyundai,i20 1.2 Sportz Option
Kochi,2016,25899,Petrol,Manual,First,15.04,1598.0,103.2,5.0,620000.0,8,3237.375,Volkswagen,Vento 2013-2015 1.6 Comfortline
Pune,2008,82000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,235000.0,16,5125.0,Skoda,Octavia Rider 1.9 TDI MT
Pune,2013,20000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,600000.0,11,1818.1818181818182,Renault,Duster Petrol RxL
Hyderabad,2017,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,365000.0,7,4547.0,Hyundai,EON Sportz
Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,626000.0,8,2261.75,Maruti,Swift VXI
Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197.0,81.83,5.0,780000.0,6,3780.6666666666665,Hyundai,i20 1.2 Spotz
Bangalore,2014,43521,Petrol,Manual,First,19.4,1198.0,86.8,5.0,425000.0,10,4352.1,Honda,Brio S MT
Kochi,2014,49386,Petrol,Manual,First,17.5,1298.0,85.8,5.0,486000.00000000006,10,4938.6,Maruti,Swift Dzire ZXi
Delhi,2017,12248,Petrol,Manual,First,18.9,1197.0,81.86,5.0,490000.00000000006,7,1749.7142857142858,Hyundai,Grand i10 1.2 Kappa Magna
Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498.0,112.0,8.0,706000.0,10,6777.1,Mahindra,Xylo E8 ABS BS IV
Delhi,2015,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,450000.0,9,6667.444444444444,Volkswagen,Polo GTI
Coimbatore,2011,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,322000.0,13,3740.3076923076924,Maruti,Alto K10 VXI
Kolkata,2014,30000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,325000.0,10,3000.0,Volkswagen,Polo Diesel Comfortline 1.2L
Delhi,2016,81605,Petrol,Manual,First,18.9,1197.0,82.0,5.0,453000.0,8,10200.625,Hyundai,Grand i10 Sportz
Pune,2014,34200,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,650000.0,10,3420.0,Hyundai,Verna 1.6 SX VTVT AT
Chennai,2010,72204,Petrol,Manual,First,15.7,1172.0,67.0,5.0,225000.0,14,5157.428571428572,Fiat,Punto EVO 1.2 Emotion
Pune,2011,156347,Diesel,Manual,Second,12.99,2494.0,100.0,8.0,800000.0,13,12026.692307692309,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV
Kochi,2017,47357,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,836999.9999999999,7,6765.285714285715,Mahindra,TUV 300 2015-2019 mHAWK100 T8 AMT
Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,539000.0,9,6859.777777777777,Volkswagen,Polo 1.5 TDI Comfortline
Kochi,2018,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,603000.0,6,1732.1666666666667,Hyundai,Grand i10 1.2 Kappa Sportz
Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,490000.00000000006,13,3538.4615384615386,Skoda,Superb Elegance 1.8 TSI AT
Chennai,2013,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,396000.0,11,1909.090909090909,Hyundai,i10 Sportz AT
Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396.0,90.0,5.0,459999.99999999994,13,8735.538461538461,Hyundai,i20 1.4 CRDi Asta
Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,550000.0,13,7693.076923076923,Mahindra,Scorpio VLX
Mumbai,2013,63107,Petrol,Manual,First,19.4,1198.0,86.8,5.0,325000.0,11,5737.0,Honda,Brio V MT
Jaipur,2017,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,625000.0,7,8357.142857142857,Hyundai,i20 1.2 Magna Executive
Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499.0,143.0,7.0,300000.0,17,5294.117647058823,Ford,Endeavour 4x2 XLT Limited Edition
Chennai,2011,108242,Diesel,Manual,First,16.8,1493.0,110.0,5.0,425000.0,13,8326.307692307691,Hyundai,Verna CRDi SX
Pune,2011,146300,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1225000.0,13,11253.846153846154,Toyota,Fortuner 3.0 Diesel
Pune,2011,62943,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,1095000.0,13,4841.7692307692305,BMW,X1 sDrive20d
Delhi,2013,65000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1650000.0,11,5909.090909090909,Toyota,Fortuner 4x2 AT
Pune,2018,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,780000.0,6,283.3333333333333,Honda,Amaze V CVT Petrol
Kochi,2013,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,370000.0,11,3154.2727272727275,Hyundai,i10 Era 1.1
Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,400000.0,12,4833.333333333333,Hyundai,i20 1.2 Sportz
Kochi,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,544000.0,7,5303.428571428572,Maruti,Swift VXI Optional
Delhi,2017,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,620000.0,7,6285.714285714285,Maruti,Baleno Delta Automatic
Kolkata,2005,45200,Petrol,Manual,First,13.2,1495.0,94.0,5.0,90000.0,19,2378.9473684210525,Hyundai,Accent GLE
Mumbai,2016,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,395000.0,8,1375.0,Maruti,Ritz LXi
Pune,2011,65000,Petrol,Manual,Second,26.0,624.0,35.0,4.0,44000.0,13,5000.0,Tata,Nano Lx
Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399.0,68.0,5.0,275000.0,12,4583.75,Ford,Figo Diesel EXI
Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,750000.0,13,6280.7692307692305,Volkswagen,Passat Diesel Highline 2.0 TDI
Chennai,2010,160000,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,250000.0,14,11428.57142857143,Fiat,Linea Emotion Pack (Diesel)
Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,500000.0,9,18777.777777777777,Mahindra,Xylo D4
Hyderabad,2013,67263,Petrol,Manual,First,18.9,998.0,67.1,5.0,360000.0,11,6114.818181818182,Maruti,Wagon R VXI
Kochi,2012,44223,Petrol,Manual,First,17.6,1496.0,88.7,5.0,399000.0,12,3685.25,Toyota,Etios G Safety
Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197.0,82.0,5.0,564000.0,9,4093.3333333333335,Hyundai,Grand i10 Sportz
Pune,2014,160000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,1200000.0,10,16000.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV
Kolkata,2008,133000,Diesel,Manual,First,16.8,1405.0,62.0,5.0,70000.0,16,8312.5,Tata,Indica V2 DLS TC
Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,1900000.0,9,7680.333333333333,BMW,3 Series 320d Sport Line
Mumbai,2017,5500,Petrol,Manual,First,21.56,1462.0,103.25,5.0,819999.9999999999,7,785.7142857142857,Maruti,Ciaz Zeta
Kolkata,2015,1001,Diesel,Manual,First,25.83,1498.0,99.0,5.0,755000.0,9,111.22222222222223,Ford,Figo 1.5D Titanium Plus MT
Pune,2007,59000,Petrol,Manual,Third,15.26,1150.0,74.9,5.0,99000.0,17,3470.5882352941176,Chevrolet,Aveo U-VA 1.2 LS
Delhi,2011,78256,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,415000.00000000006,13,6019.692307692308,Honda,City 1.5 V AT
Chennai,2016,90000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,620000.0,8,11250.0,Nissan,Sunny XL
Kolkata,2016,18000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,440000.00000000006,8,2250.0,Maruti,Swift Dzire VXI
Kolkata,2012,60000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,210000.0,12,5000.0,Ford,Figo Diesel Titanium
Jaipur,2011,130000,Diesel,Manual,First,20.3,1248.0,75.0,5.0,220000.00000000003,13,10000.0,Fiat,Grande Punto 1.3 Emotion (Diesel)
Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197.0,81.86,5.0,834000.0,6,5475.166666666667,Hyundai,Elite i20 Petrol Asta
Kolkata,2014,32000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,434999.99999999994,10,3200.0,Maruti,Swift Dzire VDI
Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498.0,89.84,5.0,680000.0,10,6270.0,Ford,Ecosport 1.5 DV5 MT Titanium
Jaipur,2010,71000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,330000.0,14,5071.428571428572,Maruti,Swift Dzire VDi
Kochi,2016,19947,Petrol,Manual,First,18.9,1197.0,82.0,5.0,504000.0,8,2493.375,Hyundai,Grand i10 Sportz
Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,919999.9999999999,12,7583.333333333333,Ford,Endeavour 3.0L 4X4 AT
Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,570000.0,10,7400.0,Volkswagen,Polo Diesel Highline 1.2L
Kochi,2018,55594,Diesel,Manual,First,18.49,1493.0,100.0,7.0,848000.0,6,9265.666666666666,Mahindra,TUV 300 2015-2019 mHAWK100 T8
Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461.0,108.45,5.0,610000.0,12,9185.333333333334,Renault,Duster 110PS Diesel RxZ
Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998.0,67.04,5.0,275000.0,14,1500.142857142857,Maruti,Wagon R LXI
Pune,2017,121000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,800000.0,7,17285.714285714286,Maruti,Ertiga SHVS VDI
Jaipur,2010,73513,Petrol,Manual,First,19.7,796.0,46.3,5.0,185000.0,14,5250.928571428572,Maruti,Alto LXi BSIII
Jaipur,2015,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,385000.0,9,3777.777777777778,Maruti,Wagon R AMT VXI Option
Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196.0,73.0,7.0,474000.0,7,4053.0,Maruti,Eeco 7 Seater Standard
Kochi,2013,74755,Diesel,Manual,First,19.6,1461.0,108.45,5.0,563000.0,11,6795.909090909091,Renault,Duster 110PS Diesel RxL
